0,1,2,3,4,5,6,7,8,9
47.903513614,53.62014988600001,33.239000313000005,79.212992824,-47.903513614,-53.62014988600001,28.86324214,77.478731515,28408.984994020368,0
49.969677915,-54.109432706999996,24.853480806999997,77.733486523,-49.969677915,54.109432706999996,78.756398062,107.83028171,45168.91908007939,0
-20.628664793,-50.649553001,-102.65362766,116.31288106,20.628664793,50.649553001,-201.45751442,208.74877041,198148.6639936057,0
46.028743666000004,21.568255495,179.9093522,186.95242683,-46.028743666000004,-21.568255495,250.7624758,255.86256888,381563.3438585089,0
60.17564762600001,-47.513051,462.18367975,468.50010929,-60.17564762600001,47.513051,82.312254682,112.48958109,634024.842940825,0
-43.586569521,-102.51589865,-242.19510478,266.58538463,43.586569521,102.51589865,-458.41965853,471.76040724,1036015.5549400647,0
3.9829254341,-55.81971338899999,-134.97209527,146.11355379,-3.9829254341,55.81971338899999,169.95543634,178.93170328,106878.25329612233,0
49.772696232,28.057876793000002,236.10894402,242.92385471,-49.772696232,-28.057876793000002,93.297830171,109.40315743,232643.14636642014,1
-62.360943498999994,2.8505292142000003,-34.97846848,71.557711311,62.360943498999994,-2.8505292142000003,-28.064347333,68.444286702,23574.956073263897,1
-41.889405774000004,-39.271559424,96.034939899,111.89140886,41.889405774000004,39.271559424,26.81291936,63.371210658,45808.582324830306,1
23.209348254000002,-48.959126108999996,22.126606666999997,58.52569178,-23.209348254000002,48.959126108999996,67.512672027,86.56575974299999,29086.729589831655,0
-72.324945442,-10.325694288,-79.806694839,108.19716372,72.324945442,10.325694288,-123.94723109,143.87645322,105056.77068869429,0
-35.626416174,-47.705429034,215.65219998,223.72063125,35.626416174,47.705429034,109.66649233,124.7869746,227289.80290158742,1
-56.083786595,70.80133127399999,-301.62598011,314.85941546,56.083786595,-70.80133127399999,83.004823412,122.6703727,239227.5256833059,0
-71.43343236,-36.355907081,35.376869774,87.6128424,71.43343236,36.355907081,214.71024142,229.1832782,162903.34521256987,0
68.053863026,31.908318232,40.211389407,85.2433275,-68.053863026,-31.908318232,8.6772432281,75.662167529,28280.67673145731,0
35.947739693,-46.780429338000005,70.051107548,91.58496725299999,-35.947739693,46.780429338000005,19.321324997,62.080287997,31600.44237005822,1
-40.020154784,30.882241005999997,15.468974617,52.86411613,40.020154784,-30.882241005999997,-63.23173452100001,80.954171289,20188.615281401246,1
24.704770673000002,55.301933424,-38.791884619,71.926628217,-24.704770673000002,-55.301933424,-81.593827299,101.61782416,44610.396584836504,1
56.202235793,8.7716960815,-106.98212435,121.16438788,-56.202235793,-8.7716960815,-113.20780405,126.69507037,109917.9156127806,0
-12.727060219,57.515777799,98.30162506100001,114.60040247,12.727060219,-57.515777799,65.57352023199999,88.147202526,67961.65457641591,0
52.82061491100001,25.853968233000003,-239.99808104,247.09820707,-52.82061491100001,-25.853968233000003,-10.655102012999999,59.766012347,156992.66733300546,0
79.677349662,-63.532898999,223.3499041,245.49967203,-79.677349662,63.532898999,531.52405382,541.20488643,1188738.7546475495,0
-23.11254416,57.566906721,34.481788233,70.972756511,23.11254416,-57.566906721,53.190889798,81.715415954,31000.176483828967,1
15.16900075,47.825958846999995,-0.6107005616100001,50.177623286000006,-15.16900075,-47.825958846999995,-65.403571867,82.43208196,21943.21808970974,0
113.28117564,7.434822667200001,-337.79955277,356.36559766,-113.28117564,-7.434822667200001,-47.611499173999995,123.10465546,378433.40258753754,0
-60.167101098,16.797289602,-53.92282947,82.522121462,60.167101098,-16.797289602,-48.700174618,79.20818139800001,36688.17183123299,1
-93.724784418,53.212706982,-449.93034054,462.65887946,93.724784418,-53.212706982,-166.9999492,198.75842229,818075.829452931,0
-48.903187102,-35.718821451,29.786867045999998,67.487875674,48.903187102,35.718821451,69.218577462,91.970470154,35229.04209642871,1
-35.791490560999996,42.226915303,23.686585251999997,60.209612966,35.791490560999996,-42.226915303,315.71837559,320.53429748,260161.65278587124,0
54.53947398,17.583847468,28.493360423000002,63.997011664,-54.53947398,-17.583847468,100.09245007,115.33535657,48694.40895655668,1
-25.914551063,-58.903258131,-85.616522299,107.10437277,25.914551063,58.903258131,-368.97632752,374.54597587,438641.71745159343,0
53.232790668,-30.321191741999996,-137.72911579,150.73955688,-53.232790668,30.321191741999996,-273.16289122,279.94833418,354324.3009304163,0
-19.283176681,59.238068351,-11.976245382,63.438317272,19.283176681,-59.238068351,-1.8038243325,62.32369876,16005.974997769503,1
18.043591862,59.835107265,-57.080989293,84.640714833,-18.043591862,-59.835107265,-55.572666162,83.630930242,41006.19262362063,1
50.497319517,22.124731544,-5.4822429405,55.403411556,-50.497319517,-22.124731544,58.42046625,80.32704339899999,21225.211889457772,1
-36.846124126999996,-40.073515287,15.374093494,56.567536993000004,36.846124126999996,40.073515287,98.41090248299999,112.46434643,41518.80292301257,1
51.540235607,-8.708160389,29.662518793,60.10069022,-51.540235607,8.708160389,149.35224355,158.23501697,79716.76617087818,1
40.249679697,-47.497653342,-67.05737370199999,91.502760376,-40.249679697,47.497653342,-84.240308274,104.74966982,61406.00492914667,1
-87.98363953200001,-41.815230288,278.44794405,294.99642685,87.98363953200001,41.815230288,253.3291088,271.41346995,603607.0051308183,0
0.51831043191,-76.799319075,257.15920404,268.38267507,-0.51831043191,76.799319075,117.26116123,140.17340685,307108.68200274196,0
-109.12758502,83.818928035,-188.55896579,233.42863169,109.12758502,-83.818928035,-130.5270239,189.66219043,280821.71257862425,0
62.028315963999994,-4.343341393,-160.67276814,172.28498199,-62.028315963999994,4.343341393,-128.82186465,143.04352277,183239.20832839428,1
-53.754707648,11.658543688,125.57940268,137.09732533,53.754707648,-11.658543688,152.92270412,162.51413376,167330.44991007732,0
-69.840149361,22.97575834,142.74931733,160.57054379,69.840149361,-22.97575834,77.873880731,107.09749406,120320.77400913226,0
57.325056328,-21.79950227,-83.246284284,103.3988599,-57.325056328,21.79950227,-130.98222071,144.6296046,107411.97155419203,1
120.3774986,16.669464383,238.08053281,267.30311131,-120.3774986,-16.669464383,80.917448624,146.00084488,272579.87236127205,0
-50.33098998,9.7334914638,-23.283857009000002,56.303529247,50.33098998,-9.7334914638,-303.29999731,307.60175191,239084.06755580904,0
-18.349289338,59.219568836,-16.568559328,64.172976482,18.349289338,-59.219568836,-0.60848939654,62.000193642,16214.719862025066,1
73.08430846,34.579209678000005,50.888167591999995,95.53346788399999,-73.08430846,-34.579209678000005,-40.638443466999995,90.49044685700001,34709.95370020545,0
-45.164385825,40.422746857,16.096320267,62.712931175,45.164385825,-40.422746857,-14.417699176,62.303212277,15631.85389237819,1
-19.391035428,61.645699605,20.705805504,67.859670765,19.391035428,-61.645699605,-100.55633644,119.5315077,41491.561057262574,0
0.23691601385000002,62.35337474399999,-5.201041094,62.57036279,-0.23691601385000002,-62.35337474399999,3.3927750163,62.446059872,15632.375761411588,1
-10.324881319,59.37104012100001,-92.468690161,110.37201747,10.324881319,-59.37104012100001,-169.31364275,179.71820498,152682.32698541612,1
44.40589544,-32.214936514,-146.24643666,156.19765018,-44.40589544,32.214936514,-6.4791690182,55.241880088,68031.78558972552,0
14.327762129000002,-52.547860485,39.110850553,67.05386670600001,-14.327762129000002,52.547860485,64.851441868,84.68926686100001,33834.13683016193,0
-109.36745071,48.770468769,-658.01432011,668.8218323,109.36745071,-48.770468769,-322.48549002,344.0010017,1987189.9707367579,0
40.542684085,-47.276676198000004,38.771806771,73.362431431,-40.542684085,47.276676198000004,26.933842671,67.854441463,24259.43755855515,1
-59.507079515,-87.64401809200001,83.585646598,134.94119733,59.507079515,87.64401809200001,355.19370093,370.65500347,448154.83408049133,0
-39.873559324,48.057812748,290.71836448,297.34932578,39.873559324,-48.057812748,267.19442512,274.39445132,638157.6274518283,1
-15.366458186,-61.882104448,-83.54645902899999,105.09773406,15.366458186,61.882104448,-12.81450256,65.03640798800001,38231.06120876577,0
28.438874896999998,-52.892813002,-266.59222099,273.27244933,-28.438874896999998,52.892813002,-146.95696862,158.75380278,357669.614739301,1
-96.887498243,443.70731087,222.90108064,505.91328979,96.887498243,-443.70731087,118.41855032,469.34669286,1067631.1242371488,0
25.852990876999996,-53.336514816000005,-27.849649898000003,65.48865512,-25.852990876999996,53.336514816000005,-80.267853319,99.78020458200001,39003.19048907737,1
23.523800944,52.01361175899999,-41.689816783000005,70.688229872,-23.523800944,-52.01361175899999,-127.25941464,139.47667774,72713.13118998292,1
-1.05401881,292.8606415,-1612.9972945,1639.3683962000002,1.05401881,-292.8606415,-507.21998867,585.69666484,9446235.853713717,0
-11.609579947,-81.45060238100001,6.895135879500001,82.562254533,11.609579947,81.45060238100001,65.751581875,105.31976782,40577.19992395518,0
-48.496352906000006,-35.301371919,84.788589996,103.86138887,48.496352906000006,35.301371919,162.6158548,173.32627999,138041.96307285802,1
83.001463677,-41.653398819,111.86878279,145.39213585,-83.001463677,41.653398819,-191.84162386,213.13717942,134938.92521678252,0
-66.909411569,32.250007281,26.178949824,78.754490285,66.909411569,-32.250007281,-41.313220944,84.99243819899999,27042.102750277874,0
42.552605264,-31.672801899,6.8199346003,53.482727145,-42.552605264,31.672801899,-125.74087664,136.47219004,50225.061018369895,0
61.34397272,-11.563299272,268.33637667,275.50173125,-61.34397272,11.563299272,242.36014222,250.27031669,537247.1808013858,1
21.89910145,-54.026666923,144.11134373,155.45588048,-21.89910145,54.026666923,266.7061741,273.00299391,352348.0399995482,0
-56.771865559,14.362498282,-48.719884101999995,76.177117187,56.771865559,-14.362498282,-122.90068536,136.1392836,74531.87390560718,1
-49.465996263,-16.173677077,-313.79342491,318.07984239,49.465996263,16.173677077,-137.76345355,147.26588794,420450.2632209003,0
-7.0480798346,61.35616189,-21.360279334,65.349181819,7.0480798346,-61.35616189,-42.985995636999995,75.246593624,23907.615175062016,1
-84.09956329100001,-121.04226215,-308.60801275,341.99834985,84.09956329100001,121.04226215,-18.034809808,148.48979809,347274.1567982684,0
61.467299868999994,-4.9240656835,-162.71707571,174.00954601,-61.467299868999994,4.9240656835,-113.335651,129.02497884,168035.03117509122,1
