-1.0883395298e+01 -6.1507843653e+01 -4.1312874673e+01 7.4889363315e+01 +1.0883395298e+01 +6.1507843653e+01 -4.6443690443e+01 7.7837519911e+01
-2.9389014450e+01 +4.6245682150e+01 -9.0543349396e+01 1.0583229851e+02 +2.9389014450e+01 -4.6245682150e+01 -2.7752813815e+02 2.8288556830e+02
+2.1192094970e+01 -5.3218770882e+01 +7.7464046779e+01 9.6343245777e+01 -2.1192094970e+01 +5.3218770882e+01 +1.5219956345e+01 5.9270477766e+01
+6.1343011556e+01 -8.2059506229e+00 +4.6824514365e+01 7.7606944522e+01 -6.1343011556e+01 +8.2059506229e+00 +2.6476647323e+01 6.7315046950e+01
+3.1268593533e+01 -3.9740129291e+01 -1.8351225144e+01 5.3793775494e+01 -3.1268593533e+01 +3.9740129291e+01 +5.8777074724e+01 7.7535458538e+01
+9.5087368062e-01 -5.5758557584e+01 -1.3110742859e+02 1.4247483545e+02 -9.5087368062e-01 +5.5758557584e+01 -3.6658014273e+01 6.6736278852e+01
-5.7829487050e+01 +2.3489214422e+01 +3.6375794963e+02 3.6907429968e+02 +5.7829487050e+01 -2.3489214422e+01 +3.2784561703e+02 3.3373453728e+02
+4.3011155199e+01 +4.5118615121e+01 -1.0098907992e+02 1.1867789670e+02 -4.3011155199e+01 -4.5118615121e+01 -8.4727022221e+01 1.0518705812e+02
+5.5319038588e+01 -1.6028113433e+00 -8.7606483634e+01 1.0362268578e+02 -5.5319038588e+01 +1.6028113433e+00 -2.5986146692e+02 2.6568919252e+02
+6.2347252622e+01 -2.1893807622e+00 +1.5283272335e+01 6.4230457814e+01 -6.2347252622e+01 +2.1893807622e+00 +7.6221329410e+00 6.2849583994e+01
-3.2629715568e+01 -5.2725877396e+01 +1.3720409635e+02 1.5056453945e+02 +3.2629715568e+01 +5.2725877396e+01 +1.7994801671e+02 1.9033130379e+02
+2.3843940811e+01 +5.1269150966e+01 +2.8821590924e+02 2.9370983929e+02 -2.3843940811e+01 -5.1269150966e+01 +1.1025837388e+02 1.2391113091e+02
+4.8906512711e+01 -3.2847643665e+01 +9.3827508384e-02 5.8913695212e+01 -4.8906512711e+01 +3.2847643665e+01 +4.4348586317e+01 7.3740164010e+01
-5.9012537863e+01 +8.6929475757e+00 +2.9251585477e+01 6.6435699857e+01 +5.9012537863e+01 -8.6929475757e+00 +7.8537588534e+01 9.8621497531e+01
-3.5904008059e+01 -4.9592698117e+01 +5.9569297308e+01 8.5422682485e+01 +3.5904008059e+01 +4.9592698117e+01 +1.0032222957e+02 1.1752907405e+02
-2.7157044985e+01 -4.3178314382e+01 -1.4613743150e+01 5.3060657874e+01 +2.7157044985e+01 +4.3178314382e+01 +6.2791530309e+01 8.0899000016e+01
-4.3372523565e+01 -3.7712004585e+01 -1.1837026179e+02 1.3158605536e+02 +4.3372523565e+01 +3.7712004585e+01 -3.9319253811e+01 6.9637452642e+01
-1.3110300625e+01 +6.0845911790e+01 -1.9078538499e+01 6.5100657410e+01 +1.3110300625e+01 -6.0845911790e+01 -7.5580811855e+00 6.2699517982e+01
-1.6546856427e-01 +5.1599991501e+01 +1.1350715727e+02 1.2468544925e+02 +1.6546856427e-01 -5.1599991501e+01 +1.3109934733e+01 5.3239617687e+01
-4.2678242767e+01 -3.6236116352e+01 -8.7391704623e+01 1.0378727557e+02 +4.2678242767e+01 +3.6236116352e+01 -1.5442676102e+01 5.8077231159e+01
+2.4622000152e+01 -5.6457278186e+01 -3.6167177128e+01 7.1426408652e+01 -2.4622000152e+01 +5.6457278186e+01 -1.3383730425e+01 6.3030083228e+01
+3.9403596950e+01 -4.7189098452e+01 +2.8689208472e+01 6.7841912916e+01 -3.9403596950e+01 +4.7189098452e+01 +5.3508127259e+00 6.1709688560e+01
-2.9251523166e-01 +5.7529528698e+01 +1.2299560597e+00 5.7543418644e+01 +2.9251523166e-01 -5.7529528698e+01 -5.1406443824e+01 7.7151504872e+01
+4.1164788280e+01 -4.5566886444e+01 +5.3212917576e+01 8.1255741528e+01 -4.1164788280e+01 +4.5566886444e+01 +2.5969725491e+01 6.6673139842e+01
-3.0603993670e+01 +5.2999956880e+01 +1.0560055232e+02 1.2205358048e+02 +3.0603993670e+01 -5.2999956880e+01 +6.3092335624e+01 8.7899048188e+01
-6.1653151736e+01 +4.4584944596e+00 -6.4892404571e+01 8.9621501119e+01 +6.1653151736e+01 -4.4584944596e+00 -4.0908467891e+01 7.4124840890e+01
+5.4250742809e+01 -1.0117010484e+01 -1.8027956075e+02 1.8853704416e+02 -5.4250742809e+01 +1.0117010484e+01 -5.5153648990e+01 7.8021932771e+01
-5.2847277177e+01 +6.2243735763e+00 +1.3495376604e+02 1.4506583505e+02 +5.2847277177e+01 -6.2243735763e+00 +2.7456648043e+01 5.9878585932e+01
-5.3691731250e+01 +3.1392438721e+01 -2.1955701661e+01 6.5957107645e+01 +5.3691731250e+01 -3.1392438721e+01 -3.5473423537e+01 7.1600635408e+01
+3.6292965965e+01 +4.8616104260e+01 -3.0804586657e+02 3.1396331136e+02 -3.6292965965e+01 -4.8616104260e+01 -1.8561072091e+02 1.9527428066e+02
-1.1790963359e+01 +4.9669527612e+01 -6.9750543951e+01 8.6436260745e+01 +1.1790963359e+01 -4.9669527612e+01 +1.0120662836e+01 5.2043410787e+01
+9.2903860982e+00 -6.1220237859e+01 +2.2245263497e+01 6.5795748688e+01 -9.2903860982e+00 +6.1220237859e+01 +4.8598959730e+00 6.2111572080e+01
-4.2282499262e+01 -4.5877092623e+01 -3.3595867396e+01 7.0860423916e+01 +4.2282499262e+01 +4.5877092623e+01 -4.2167991610e+01 7.5303764102e+01
