+4.3874425824e+01 -3.4888156522e+01 +3.2838783145e+02 3.3313768408e+02 -4.3874425824e+01 +3.4888156522e+01 +1.7709258524e+02 1.8575234171e+02
-7.1723021071e+01 -2.4230678154e+01 -1.0987360484e+01 7.6498624862e+01 +7.1723021071e+01 +2.4230678154e+01 +8.1743104299e+01 1.1141477737e+02
+7.3914998169e+01 -5.6342425610e+01 -8.5892857410e+01 1.2655227707e+02 -7.3914998169e+01 +5.6342425610e+01 +2.8116870985e+00 9.2982801970e+01
-4.9058967815e+01 -1.8509988047e+01 -8.0050080626e+01 9.5694395807e+01 +4.9058967815e+01 +1.8509988047e+01 -2.0163451602e+01 5.6177991786e+01
+4.9167033841e+01 -1.3017883536e+01 +9.9742286457e+01 1.1196153900e+02 -4.9167033841e+01 +1.3017883536e+01 +6.5402122588e+01 8.2851072097e+01
-2.9355975292e+01 -4.4895468604e+01 +1.6441765863e+02 1.7294664743e+02 +2.9355975292e+01 +4.4895468604e+01 +1.3949948296e+02 1.4945729200e+02
+3.6023095533e+01 +3.9720668089e+01 +3.9382899791e+01 6.6531253416e+01 -3.6023095533e+01 -3.9720668089e+01 -1.2092919968e+01 5.4969387832e+01
+4.8455256709e+01 -3.6725951051e+01 -1.0361982926e+02 1.2014065256e+02 -4.8455256709e+01 +3.6725951051e+01 -8.5726436728e+01 1.0509866477e+02
-5.4176444208e+01 -3.0018493135e+00 +7.6365148487e+01 9.3678888282e+01 +5.4176444208e+01 +3.0018493135e+00 +2.2341208774e+01 5.8679023644e+01
+2.8001983300e+00 -5.6028591363e+01 +2.5445833277e+02 2.6056877648e+02 -2.8001983300e+00 +5.6028591363e+01 +1.1181053439e+02 1.2509452331e+02
-6.3297414930e+01 +2.1441295899e+01 -3.9663886221e+02 4.0222963457e+02 +6.3297414930e+01 -2.1441295899e+01 -3.5710137806e+02 3.6330109567e+02
