0,1,2,3,4,5,6,7,8,9
61.739320461999995,-9.3167308826,143.04249203,156.07594207,-61.739320461999995,9.3167308826,129.70827277,143.95409404,164411.00226715283,1
-54.468829921,21.1317782,-293.4349486,299.19471009,54.468829921,-21.1317782,-114.2014448,128.27850747,348900.78095525864,0
0.028311226242,-53.700432559,82.033878555,98.04740939700001,-0.028311226242,53.700432559,4.3112538909,53.873223114,30535.360479642324,1
-79.637023416,6.4635055551,-177.34753549,194.51473144,79.637023416,-6.4635055551,-32.530805259,86.26752397899999,122887.5928737339,0
-43.952074056,-44.3510076,-36.691041556,72.422573963,43.952074056,44.3510076,-43.169365538,75.910413053,28380.359658308233,1
-50.686779238,36.272555094,-248.54985578,256.24573879,50.686779238,-36.272555094,-212.88407991,221.82082707,441468.9183995368,1
-66.568849739,-22.62379113,-65.881979209,96.351870065,66.568849739,22.62379113,-160.93458424,175.62228813,125415.6961806931,0
-40.850292877,40.865992906,-151.41324798,162.06402275,40.850292877,-40.865992906,-58.21734487,82.02460026199999,103524.24134253671,1
-3.8473191237999997,-51.57960158,-3.8098054786,51.86300976,3.8473191237999997,51.57960158,77.684286732,93.327946343,26537.852714562217,1
22.470246051,55.830184998,-14.488917250999998,61.901940499,-22.470246051,-55.830184998,-39.481801782,71.977317166,20836.494145870493,0
-54.372828261,30.80276506,307.4091369,313.6966564,54.372828261,-30.80276506,299.93078274,306.37181533,753346.6876218996,1
58.234188663000005,-18.241208963,-23.493611931999997,65.390459819,-58.234188663000005,18.241208963,3.8522403982999998,61.145745476,16397.19472618323,1
23.997340895,-79.893046727,-19.386702537,85.642369892,-23.997340895,79.893046727,-48.15276758,96.319573873,37671.72900242216,0
-60.538204735,15.534482248,-128.66434483,143.04093122,60.538204735,-15.534482248,-128.06663656,142.50353599,147446.43955971528,1
-31.329509116,-42.611020484,91.479530758,105.66807349,31.329509116,42.611020484,206.77233142,213.42922539,190777.25944515676,0
-23.72425327,46.354654277,-32.779149645,61.531023213999994,23.72425327,-46.354654277,-159.6869789,167.9628691,89710.65724653029,1
-47.093826897,-25.135527481999997,77.379657577,94.00656721899999,47.093826897,25.135527481999997,0.73541132862,53.386928207,27826.80648402404,1
38.252276414,-48.006115427,-19.677470235999998,64.459495842,-38.252276414,48.006115427,-46.286870183999994,76.878463309,24327.712904015392,1
-47.567593811,-28.958679954,-204.84002545,212.27509782,47.567593811,28.958679954,-68.59257665300001,88.35283072700001,165142.53931527765,1
-24.57614527,-54.443242751999996,-40.270818237,72.040213764,24.57614527,54.443242751999996,-80.510671214,100.24979689,44272.015965157465,1
56.712275022,-21.639065012,16.38119251,62.8718915,-56.712275022,21.639065012,-13.448852620999999,62.172364516,15644.664579819571,1
-12.572919724,59.793984136000006,42.068876042,74.183483207,12.572919724,-59.793984136000006,13.280971765999999,62.528258093999995,21753.70586192031,1
-50.792948238,12.52880345,8.1087088964,52.940019518,50.792948238,-12.52880345,-67.645973399,85.515333266,22714.57057899445,1
-10.511832497999999,-55.425215795,113.75579861,126.97572558,10.511832497999999,55.425215795,299.63088017,304.89525664,357401.09147642646,1
-36.755206575,-49.047385683,-231.0905684,239.08040918,36.755206575,49.047385683,-85.249883752,104.99587579,218459.77154648845,0
57.521705391000005,36.747932406,-29.298954453,74.280454086,-57.521705391000005,-36.747932406,-236.65427676,246.30144911,173503.87784940493,0
15.649167741,60.50980398,-8.8043493583,63.117742326000005,-15.649167741,-60.50980398,-8.8121286726,63.11882794,16246.011970735939,1
-54.892699788,29.293974861,-31.8844653,69.913979866,54.892699788,-29.293974861,-45.861970537,77.295962345,27715.275371122712,1
15.312275471,-60.488798214,-0.8761792006100001,62.402950086000004,-15.312275471,60.488798214,-8.0501910173,62.913957632,15784.007445268922,1
50.265181552,32.969763811,193.32642572,202.45666372,-50.265181552,-32.969763811,4.9241552849,60.314518215,108351.98692429729,0
-56.539127279,-18.746315249000002,-68.17565051300001,90.53185390600001,56.539127279,18.746315249000002,-21.585395817,63.356345866000005,31738.62346732339,1
-62.244842396,-5.2221773201,92.132356345,111.31065819,62.244842396,5.2221773201,84.600565639,105.16152931,78094.7336740378,1
-51.388106805,-19.579913125,-106.98488876,120.29080157,51.388106805,19.579913125,-80.51199420100001,97.500213996,82588.0075813606,0
-17.143593015,74.832638742,188.72354777,203.7410221,17.143593015,-74.832638742,385.81273865,393.37678618,686641.6213783951,0
42.828187513,45.49403374600001,-18.056653496,65.038476978,-42.828187513,-45.49403374600001,-21.316420531,66.017804692,18725.987923502,1
-44.480640446,46.60757078899999,-282.10535823,289.36866827,44.480640446,-46.60757078899999,-114.23621942,131.15146532,333923.82892864244,0
22.059798266999998,51.700751346000004,78.101321565,96.225873961,-22.059798266999998,-51.700751346000004,10.968166757999999,57.270438023000004,31494.4915428105,1
-58.461100741,-37.193074818,-2.3204479739,69.328274125,58.461100741,37.193074818,-19.939602172,72.101406707,20497.864452739363,0
-0.7726562393199999,50.507276393000005,12.377027173,52.007429931000004,0.7726562393199999,-50.507276393000005,-68.122268812,84.806989538,21825.717340029987,1
