epochs,batch,neurons,activation,signal_noise_ratio_train,signal_noise_ratio_val,signal_noise_ratio_test,X_train_len,X_val_len,X_test_len,auc,soft_auc,f1,test_acc,training_accuracy_mean,validation_accuracy_mean,training_accuracy_std,validation_accuracy_std,training_loss_mean,validation_loss_mean,training_loss_std,validation_loss_std,scaler,paradigm
200,27,20,0,0.5,0.02,0.02,13300,3000,3000,0.9996598639455782,0.9996626984126984,0.9836065573770492,0.9993333220481873,1.0,0.999666690826416,0.0,0.0,3.0493152189592364e-05,0.0008572697348427028,5.497717952933085e-07,4.067196883387314e-06,1,0
200,39,22,1,0.5,0.02,0.02,13300,3000,3000,0.9998299319727891,0.9996598639455783,0.9917355371900827,0.999666690826416,1.0,0.999666690826416,0.0,0.0,4.3443463437142785e-05,0.002851497568190098,7.509608478133041e-07,6.638334087656749e-06,1,0
200,51,15,1,0.02,0.02,0.02,13299,3000,3000,1.0,1.0,1.0,1.0,1.0,0.999666690826416,0.0,0.0,6.802168063586578e-05,0.0011888861889019608,1.2205315052246732e-06,3.3247295898799294e-06,1,0
200,21,23,0,0.5,0.02,0.02,13300,3000,3000,0.9996598639455782,1.0,0.9836065573770492,0.9993333220481873,1.0,1.0,0.0,0.0,2.0363787552923895e-05,0.0001911196915898472,3.533614228787636e-07,1.6543597161529796e-06,1,0
200,35,25,0,0.5,0.02,0.02,13300,3000,3000,0.9994897959183673,0.9994501133786847,0.975609756097561,0.9990000128746033,1.0,0.9990000128746033,0.0,0.0,3.832875663647428e-05,0.00455468837171793,6.801624920502022e-07,5.548146161352236e-06,1,0
200,33,26,0,0.5,0.02,0.02,13300,3000,3000,0.9994897959183673,0.9994756235827664,0.975609756097561,0.9990000128746033,1.0,0.999666690826416,0.0,0.0,3.5833146466757174e-05,0.00290895220823586,6.329668966086326e-07,2.4827445783979315e-06,1,0
200,29,17,0,0.5,0.02,0.02,13300,3000,3000,0.9994897959183673,0.9996626984126984,0.975609756097561,0.9990000128746033,1.0,0.9986666440963745,0.0,0.0,3.32486040861113e-05,0.004978690622374415,6.314869643955732e-07,9.240818008447469e-06,1,0
200,42,20,0,0.5,0.5,0.5,13300,3000,3000,0.9996666666666667,1.0,0.9996665555185061,0.999666690826416,1.0,0.999666690826416,0.0,0.0,4.087806046300102e-05,0.0009129139187280088,7.128004421613286e-07,2.653072097688654e-06,1,0
200,41,26,0,0.02,0.02,0.02,13299,3000,3000,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,4.3107933743158354e-05,4.432893474586308e-05,7.618289183309188e-07,7.703846267177092e-07,1,0
200,17,29,0,0.5,0.02,0.02,13300,3000,3000,0.9998299319727891,0.9996598639455783,0.9917355371900827,0.999666690826416,1.0,0.999666690826416,0.0,0.0,1.6630167920084205e-05,0.0013782947324216365,2.860494070606004e-07,1.8916247566637749e-06,1,0
