epochs,batch,neurons,activation,signal_noise_ratio_train,signal_noise_ratio_val,signal_noise_ratio_test,X_train_len,X_val_len,X_test_len,auc,soft_auc,f1,test_acc,training_accuracy_mean,validation_accuracy_mean,training_accuracy_std,validation_accuracy_std,training_loss_mean,validation_loss_mean,training_loss_std,validation_loss_std,scaler,paradigm,id
200,27,20,0,0.5,0.5,0.5,13300,3000,3000,0.9993333333333334,0.9999995555555555,0.999333777481679,0.9993333220481873,1.0,1.0,0.0,0.0,2.8691686929960268e-05,0.00042941401188727467,5.094604392548215e-07,3.7815812540939913e-06,1,0,69aaf905-02df-4780-bce2-ffb4ac3e4b56
200,24,17,0,0.5,0.02,0.02,13300,3000,3000,0.9996598639455782,0.9993253968253968,0.9836065573770492,0.9993333220481873,1.0,0.999666690826416,0.0,0.0,2.630686867632903e-05,0.0045828419271856545,4.7358632083798657e-07,1.858715876134629e-05,1,0,8315cc49-d638-4851-b6e9-52492c738e5d
200,45,28,0,0.5,0.02,0.02,13300,3000,3000,0.9998299319727891,0.9996598639455783,0.9917355371900827,0.999666690826416,1.0,0.999666690826416,0.0,0.0,4.872667632298544e-05,0.0013541814405471087,8.891118268924834e-07,3.844235916104271e-06,1,0,897b3aab-3582-413f-9fb8-5e5a815308d3
200,55,29,1,0.02,0.02,0.02,13299,3000,3000,0.9914965986394558,0.9999886621315193,0.9833333333333333,0.9993333220481873,1.0,0.999666690826416,0.0,0.0,6.606285314774141e-05,0.0023882177658379076,1.177594606742214e-06,1.0650856297718694e-06,1,0,0cea6386-3cf7-4af9-8862-27b7e71dbf40
200,25,27,0,0.02,0.02,0.02,13299,3000,3000,0.9916666666666667,0.9999659863945578,0.9915966386554621,0.999666690826416,1.0,0.999666690826416,0.0,0.0,2.3831733415136114e-05,0.0008766886603552848,4.1219497049770313e-07,4.019134218611999e-06,1,0,44c434a8-9d74-4eee-85af-3ab062738599
200,29,25,1,0.5,0.5,0.5,13300,3000,3000,0.9996666666666667,0.9999995555555555,0.9996665555185061,0.999666690826416,1.0,1.0,0.0,0.0,2.6152910504606552e-05,0.0005617886141408235,4.483883804411195e-07,4.183881444203571e-06,1,0,42640b44-4ae2-400e-a543-cc67eda59577
200,13,15,0,0.5,0.02,0.02,13300,3000,3000,0.9998299319727891,1.0,0.9917355371900827,0.999666690826416,1.0,0.9993333220481873,0.0,0.0,1.2166149099357427e-05,0.004370923805981875,2.0920254760963592e-07,4.655906677714021e-06,1,0,21636734-b738-4cbe-a5ab-b029aa3e1d57
200,31,22,0,0.5,0.02,0.02,13300,3000,3000,0.9998299319727891,1.0,0.9917355371900827,0.999666690826416,1.0,0.9990000128746033,0.0,0.0,3.331950429128483e-05,0.008708436321467162,5.817225689620682e-07,6.369132007899415e-06,1,0,595c0006-af51-4f15-8510-303432f7071a
200,10,15,1,0.5,0.02,0.02,13300,3000,3000,0.9998299319727891,0.9996598639455783,0.9917355371900827,0.999666690826416,1.0,0.999666690826416,0.0,0.0,9.178157779388129e-06,0.0004565699549857527,1.5738869631662474e-07,3.7836745590880865e-07,1,0,b07f437f-5217-4938-8e00-9995f4b8bdfa
200,14,27,0,0.02,0.02,0.02,13299,3000,3000,1.0,1.0,1.0,1.0,1.0,0.999666690826416,0.0,0.0,1.2600852096511517e-05,0.0005729797761887312,2.1540048318439573e-07,1.9359137430236364e-06,1,0,0e25150e-5db2-4872-b4a7-151ea26ffcdc
200,57,29,0,0.5,0.5,0.5,13300,3000,3000,1.0,1.0,1.0,1.0,1.0,0.9983333349227905,0.0,0.0,6.15832643234171e-05,0.013899372983723879,1.105324122608478e-06,1.245804572200393e-05,1,0,3adf1bac-5a86-4cf4-8ed2-afecb843110f
200,15,19,0,0.5,0.5,0.5,13300,3000,3000,1.0,1.0,1.0,1.0,1.0,0.9993333220481873,0.0,0.0,1.4917808857717319e-05,0.00548472460359335,2.590526199533744e-07,2.798907106679305e-06,1,0,2438336b-a91f-4163-9e98-158a70cae1fa
200,40,19,0,0.5,0.02,0.02,13300,3000,3000,0.9996598639455782,0.9996598639455782,0.9836065573770492,0.9993333220481873,1.0,0.9993333220481873,0.0,0.0,4.794397209479939e-05,0.003380015096627176,8.934248780535613e-07,9.039112877953669e-06,1,0,89c5aa77-bd3b-4fd6-85cf-796bd7973907
200,37,27,0,0.5,0.02,0.02,13300,3000,3000,0.9994897959183673,0.9996371882086168,0.975609756097561,0.9990000128746033,1.0,0.9993333220481873,0.0,0.0,3.7567306571872904e-05,0.010910403449088335,6.656565157436376e-07,1.2495558150612005e-05,1,0,428568f2-6756-40bc-acdc-360a532b4d7b
200,47,29,0,0.02,0.02,0.02,13299,3000,3000,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,5.424066621344537e-05,7.060996067593805e-05,9.668631198198889e-07,1.2287020973821026e-06,1,0,0df34f13-97e5-4496-861a-2a5b7608aa90
200,49,28,0,0.02,0.02,0.02,13299,3000,3000,0.9998299319727891,0.9999943310657596,0.9917355371900827,0.999666690826416,1.0,1.0,0.0,0.0,5.825516236654948e-05,6.587486568605527e-05,1.0387978555104035e-06,1.1885035167661563e-06,1,0,c93b6e1c-2b44-4f4b-afec-7e9b4e0c65e5
200,19,17,1,0.5,0.02,0.02,13300,3000,3000,0.9998299319727891,1.0,0.9917355371900827,0.999666690826416,1.0,0.9990000128746033,0.0,0.0,1.821775149437599e-05,0.006401021266356111,3.1396270090673796e-07,1.1320663245580776e-06,1,0,0398c0f9-87e2-4664-8de1-eafa22f740e0
200,55,15,0,0.02,0.02,0.02,13299,3000,3000,0.9833333333333334,0.9985997732426304,0.983050847457627,0.9993333220481873,1.0,0.999666690826416,0.0,0.0,7.309770589927211e-05,0.0022000725381076335,1.3359965198678723e-06,4.0170478435946595e-07,1,0,5a29eb30-0a36-4fe8-a6c0-b2124f20b840
200,54,25,1,0.5,0.5,0.5,13300,3000,3000,1.0,1.0,1.0,1.0,1.0,0.9990000128746033,0.0,0.0,5.369824175431859e-05,0.004356316290795803,9.286727302212478e-07,4.165333884676441e-06,1,0,59cac1a2-9256-4691-b8a9-90580a24f0da
200,13,20,1,0.5,0.5,0.5,13300,3000,3000,1.0,1.0,1.0,1.0,1.0,0.9990000128746033,0.0,0.0,1.1941612774535315e-05,0.007034951169043779,2.015905493045122e-07,1.0867954887505115e-06,1,0,17a86fc1-28ab-48d4-9e29-9c0aaa017dc1
200,18,24,0,0.5,0.02,0.02,13300,3000,3000,0.9993197278911565,0.9993253968253969,0.967741935483871,0.9986666440963745,1.0,0.999666690826416,0.0,0.0,1.8369723693467677e-05,0.006995765399187804,3.1859313232383994e-07,4.016173545895348e-06,1,0,707bf899-2636-41d7-a5f9-5cf437b3d7a6
200,53,25,1,0.5,0.02,0.02,13300,3000,3000,0.9996598639455782,0.9999773242630386,0.9836065573770492,0.9993333220481873,1.0,0.9993333220481873,0.0,0.0,6.459174692281522e-05,0.005753250140696764,1.160505097861829e-06,3.0218457417078733e-06,1,0,6a56db95-92f1-43ac-8d3e-c9894bfcc390
200,15,28,0,0.5,0.5,0.5,13300,3000,3000,1.0,1.0,1.0,1.0,1.0,0.999666690826416,0.0,0.0,1.3083749490760965e-05,0.0003970269521232694,2.251630506367638e-07,2.557924136057222e-06,1,0,db1e8360-b550-4250-ac66-831ef3a3dd69
200,49,15,1,0.5,0.02,0.02,13300,3000,3000,0.9998299319727891,0.9996598639455783,0.9917355371900827,0.999666690826416,1.0,0.9990000128746033,0.0,0.0,5.138413216627668e-05,0.0034706008853390815,9.265536826882432e-07,3.2874536298682487e-06,1,0,6b461770-65d2-4b81-9b02-d40fdd951426
200,24,24,0,0.5,0.02,0.02,13300,3000,3000,0.9998299319727891,0.9996655328798186,0.9917355371900827,0.999666690826416,1.0,0.9990000128746033,0.0,0.0,2.292070294060977e-05,0.009358236752450465,3.977652123236291e-07,4.148375661885644e-06,1,0,29533468-7bbd-4e5c-9480-83694c7ded68
200,39,25,1,0.02,0.02,0.02,13299,3000,3000,0.9998299319727891,0.9996598639455783,0.9917355371900827,0.999666690826416,1.0,0.9993333220481873,0.0,0.0,4.543586182990111e-05,0.0015020987018942833,8.03147118535898e-07,3.3448770603211095e-06,1,0,f90fec76-a167-432a-a09c-fba6a426d922
200,37,27,0,0.5,0.02,0.02,13300,3000,3000,0.9996598639455782,0.9993197278911565,0.9836065573770492,0.9993333220481873,1.0,0.999666690826416,0.0,0.0,3.946309989260044e-05,0.002941207028925419,6.991414080985716e-07,2.472572835598936e-06,1,0,e4f75f24-cae8-4de6-9586-5587aa2c6ff3
200,35,29,1,0.02,0.02,0.02,13299,3000,3000,1.0,1.0,1.0,1.0,1.0,0.9993333220481873,0.0,0.0,3.557860727596562e-05,0.0027245046570897103,6.238889111635111e-07,9.64988764396908e-07,1,0,85519b3c-a79a-46c9-a32b-50cbb516ca76
200,50,29,1,0.5,0.5,0.5,13300,3000,3000,1.0,1.0,1.0,1.0,1.0,0.9986666440963745,0.0,0.0,5.066479607194196e-05,0.004710163176059723,8.920723824239978e-07,8.887964314100823e-06,1,0,72175432-a84e-437a-89c6-3a3ec9c92752
200,25,18,0,0.5,0.5,0.5,13300,3000,3000,0.9993333333333333,0.9999995555555555,0.9993333333333333,0.9993333220481873,1.0,0.9993333220481873,0.0,0.0,2.333769680262776e-05,0.005753153469413519,4.0249129541694174e-07,6.129136756064925e-06,1,0,dea52582-f91b-440a-8e8e-24536864d3ea
200,38,27,0,0.5,0.5,0.5,13300,3000,3000,1.0,1.0,1.0,1.0,1.0,0.9989000022411346,0.0,0.0001527687660568238,4.082153172930702e-05,0.010983943101018667,7.276444583602158e-07,3.005034388367194e-06,1,0,26091d6c-5977-4bfd-9e88-b6012aa73fbe
200,36,16,0,0.5,0.5,0.5,13300,3000,3000,0.9996666666666667,0.9993333333333333,0.9996665555185061,0.999666690826416,1.0,0.9990000128746033,0.0,0.0,3.7733942372142336e-05,0.0028825117740780117,6.741069987654848e-07,4.987750922214414e-06,1,0,438ebf45-3c97-486e-9c4a-4bb1f790ef75
200,24,27,0,0.5,0.5,0.5,13300,3000,3000,1.0,1.0,1.0,1.0,1.0,0.9990000128746033,0.0,0.0,2.2151204939291345e-05,0.0046343835536390545,3.853957956174994e-07,3.1987999040492997e-06,1,0,47c6f86e-016e-4059-9918-33c6261716d4
200,10,19,0,0.02,0.02,0.02,13299,3000,3000,0.9916666666666667,0.9999943310657596,0.9915966386554621,0.999666690826416,1.0,0.9993333220481873,0.0,0.0,8.599205193604575e-06,0.00404128865338862,1.4837978605166123e-07,5.653981922745406e-06,1,0,be5e3c46-db97-4d97-9ac1-49fee05fc63d
200,43,20,1,0.02,0.02,0.02,13299,3000,3000,0.9998299319727891,0.9999886621315193,0.9917355371900827,0.999666690826416,1.0,1.0,0.0,0.0,5.987669137539342e-05,0.00011392442538635806,1.0838242399322208e-06,1.3573251367221846e-06,1,0,789933df-f7e9-4f4b-8938-58e62cad1628
200,23,24,1,0.5,0.02,0.02,13300,3000,3000,0.9998299319727891,0.9999943310657596,0.9917355371900827,0.999666690826416,1.0,0.9993333220481873,0.0,0.0,2.1001425011490937e-05,0.0020113940816372635,3.5886037279268773e-07,4.788875689026234e-07,1,0,0021961c-1464-4fc9-9258-b81552b7acf9
200,38,29,0,0.5,0.5,0.5,13300,3000,3000,0.9996666666666666,1.0,0.9996667777407531,0.999666690826416,1.0,0.9993333220481873,0.0,0.0,4.162210716458503e-05,0.0015006784698925913,7.444817247051598e-07,6.247755497075922e-06,1,0,cec871b9-282a-4d1d-a80c-bf9e53096794
200,24,16,1,0.5,0.5,0.5,13300,3000,3000,1.0,1.0,1.0,1.0,1.0,0.999666690826416,0.0,0.0,2.577113591542002e-05,0.0047298478428274395,4.402545449694721e-07,1.8388364426197633e-06,1,0,861d8a41-37df-4f83-bfb0-17db25f8a5b0
200,28,16,1,0.5,0.02,0.02,13300,3000,3000,0.9996598639455782,0.9996655328798186,0.9836065573770492,0.9993333220481873,1.0,0.999666690826416,0.0,0.0,4.111633897991851e-05,0.0008389610273297876,7.329536305350187e-07,4.504108868887797e-06,1,0,2819160c-2714-4ad8-bca2-1a74b8c88686
200,16,29,1,0.5,0.5,0.5,13300,3000,3000,1.0,1.0,1.0,1.0,1.0,0.999666690826416,0.0,0.0,1.6289254381263164e-05,0.0017177173052914441,2.794077593170553e-07,3.883221566828114e-06,1,0,368d9118-d9b6-4f25-b485-d335195add37
200,11,18,0,0.5,0.5,0.5,13300,3000,3000,0.9996666666666667,1.0,0.9996665555185061,0.999666690826416,1.0,0.9990000128746033,0.0,0.0,1.1960765823459951e-05,0.004928631149232388,2.1111214166180924e-07,2.776624511646189e-06,1,0,d201bdf4-9219-492f-8a42-34a69540ad4e
200,47,22,0,0.5,0.5,0.5,13300,3000,3000,0.9996666666666666,1.0,0.9996667777407531,0.999666690826416,1.0,0.9990000128746033,0.0,0.0,5.498106220329646e-05,0.0032846393529325723,1.0134308120360494e-06,6.742680080439273e-06,1,0,4d50fa6d-8abf-42c4-9f17-ea2208736f63
200,51,26,0,0.5,0.5,0.5,13300,3000,3000,1.0,1.0,1.0,1.0,1.0,0.9986666440963745,0.0,0.0,5.984398267173674e-05,0.013042455445975066,1.0584302828090597e-06,1.734780447277886e-05,1,0,dee32d22-dbf4-4dc9-aa4a-ce16b5d87154
200,17,28,0,0.5,0.5,0.5,13300,3000,3000,1.0,1.0,1.0,1.0,1.0,0.9990000128746033,0.0,0.0,1.4794659091421635e-05,0.008788515720516444,2.5468726299810247e-07,3.1059576712276196e-06,1,0,d9f20d07-c991-4901-b1ec-bc031d6d05ed
200,27,28,1,0.02,0.02,0.02,13299,3000,3000,1.0,1.0,1.0,1.0,1.0,0.999666690826416,0.0,0.0,2.60554257693002e-05,0.0016651758225634695,4.5093497363343693e-07,2.575175457788811e-06,1,0,a43198cd-63cf-47de-80b3-b879f96cb416
200,44,25,1,0.5,0.02,0.02,13300,3000,3000,0.9998299319727891,0.9996626984126984,0.9917355371900827,0.999666690826416,1.0,0.9993333220481873,0.0,0.0,4.321976521168835e-05,0.00453255083411932,7.489361238032998e-07,1.9352797923298472e-06,1,0,bad8ea13-ccea-4925-a5a2-fbf763b41d81
200,18,24,1,0.5,0.02,0.02,13300,3000,3000,0.9998299319727891,0.9999773242630385,0.9917355371900827,0.999666690826416,1.0,0.999666690826416,0.0,0.0,1.6695866543159353e-05,0.0009476655977778137,2.888603871131422e-07,5.0342510759686236e-06,1,0,6443105a-47c4-439c-8e01-d53c36b6c9f0
200,15,18,1,0.5,0.5,0.5,13300,3000,3000,1.0,1.0,1.0,1.0,1.0,0.999666690826416,0.0,0.0,1.3990756360726665e-05,0.0036448633996769785,2.3667016314671584e-07,3.6634400777736117e-06,1,0,dc001e06-792d-4687-87d1-0b0c09a189dc
200,26,25,0,0.02,0.02,0.02,13299,3000,3000,1.0,1.0,1.0,1.0,1.0,0.999666690826416,0.0,0.0,2.318151182407746e-05,0.000664981227600947,4.007757646066062e-07,2.716413022416996e-06,1,0,b2b215a4-e57c-48e5-a693-1f0a624899d5
200,13,25,1,0.5,0.5,0.5,13300,3000,3000,1.0,1.0,1.0,1.0,1.0,0.9993333220481873,0.0,0.0,1.0683120490284636e-05,0.004258047044277191,1.799252910137145e-07,1.240393696827811e-06,1,0,d1e72f5b-44df-4f90-a8e6-0f04a7f4c517
200,49,23,0,0.5,0.02,0.02,13300,3000,3000,0.9998299319727891,1.0,0.9917355371900827,0.999666690826416,1.0,0.9990000128746033,0.0,0.0,5.8927610371029e-05,0.004724967014044523,1.0280318061244845e-06,1.9472686083560702e-06,1,0,6f8f4232-8fba-4e80-82ee-f5b7005779f8
200,37,19,0,0.5,0.02,0.02,13300,3000,3000,0.9998299319727891,1.0,0.9917355371900827,0.999666690826416,1.0,0.9993333220481873,0.0,0.0,3.8912401214474814e-05,0.0012840196141041815,6.82970507023537e-07,6.439015840226559e-06,1,0,8b00a966-1a48-4eb1-b359-a5149897f781
200,21,24,0,0.02,0.02,0.02,13299,3000,3000,0.9998299319727891,1.0,0.9917355371900827,0.999666690826416,1.0,1.0,0.0,0.0,1.9816995700239203e-05,0.000387470202986151,3.5773334291208483e-07,4.0368798187993515e-06,1,0,07eda90d-8bdc-4c63-914e-5e57aad86233
200,27,25,0,0.02,0.02,0.02,13299,3000,3000,0.9998299319727891,0.9998185941043085,0.9917355371900827,0.999666690826416,1.0,0.999666690826416,0.0,0.0,2.6976524532074107e-05,0.0003906152123818174,4.7251291492518685e-07,3.380326484073627e-06,1,0,32bc1905-98db-4a83-94ab-d8f25077654f
200,26,24,0,0.02,0.02,0.02,13299,3000,3000,0.9914965986394558,0.9996598639455783,0.9833333333333333,0.9993333220481873,1.0,1.0,0.0,0.0,2.633072672324488e-05,3.161972417728975e-05,4.617901741033537e-07,5.157653401486129e-07,1,0,b7720fff-099c-404d-b038-35c073269a2c
200,28,23,0,0.5,0.02,0.02,13300,3000,3000,0.9996598639455782,0.9993509070294785,0.9836065573770492,0.9993333220481873,1.0,0.999666690826416,0.0,0.0,3.139168256893754e-05,0.00377632649615407,5.596425654365651e-07,2.1043690749137368e-06,1,0,02d3f980-841e-4fdf-ae2a-d00661b75212
200,33,29,0,0.5,0.5,0.5,13300,3000,3000,0.9996666666666667,0.9993333333333333,0.9996665555185061,0.999666690826416,1.0,0.9993333220481873,0.0,0.0,3.332961096020881e-05,0.0021760142175480724,5.800541162679604e-07,5.983035277821654e-07,1,0,6dae62c8-b2c2-44d9-b888-85c87bb3ac53
200,29,24,1,0.5,0.5,0.5,13300,3000,3000,0.9996666666666667,1.0,0.9996665555185061,0.999666690826416,1.0,0.9990000128746033,0.0,0.0,2.8089287479815538e-05,0.007406352274119854,4.959740237756448e-07,4.666594229391118e-06,1,0,e26707bd-60fc-4bba-a4ab-f7e5a0e08403
200,24,28,0,0.5,0.5,0.5,13300,3000,3000,0.9996666666666667,0.9998319999999999,0.9996665555185061,0.999666690826416,1.0,0.9990000128746033,0.0,0.0,2.2817410535935777e-05,0.009287266246974468,3.999842553175924e-07,3.6612532242130243e-06,1,0,730411a0-79fe-4e43-8e05-36cb7408025e
200,43,19,0,0.5,0.02,0.02,13300,3000,3000,0.9998299319727891,1.0,0.9917355371900827,0.999666690826416,1.0,0.999666690826416,0.0,0.0,6.79968943586573e-05,0.0067321439273655415,1.157394930015507e-06,4.811474485263314e-06,1,0,96510c0a-e11e-43a0-ba93-b493f9e33b86
200,37,22,1,0.02,0.02,0.02,13299,3000,3000,0.9998299319727891,0.9996598639455782,0.9917355371900827,0.999666690826416,1.0,0.9993333220481873,0.0,0.0,3.9692094287602234e-05,0.005250121606513858,6.95962455981547e-07,2.619203896924754e-06,1,0,29aa7c2e-0a8e-47aa-a9cc-dfb71de836bf
200,22,21,0,0.02,0.02,0.02,13299,3000,3000,0.9998299319727891,0.9996598639455783,0.9917355371900827,0.999666690826416,1.0,0.999666690826416,0.0,0.0,2.2484001601696945e-05,0.000865057302871719,3.9744709508184795e-07,1.880755613428188e-06,1,0,07eac3e3-5a23-40e4-98ad-71b71b585a4d
200,36,7,1,0.5,0.5,0.5,13300,3000,3000,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,4.2684296568040735e-05,0.00027486809703987093,7.432257152188979e-07,3.4694601277205873e-06,1,0,46b1590e-0041-437d-a9eb-9c4be062b0d1
200,15,28,0,0.5,0.02,0.02,13300,3000,3000,0.9998299319727891,0.9997562358276644,0.9917355371900827,0.999666690826416,1.0,0.999666690826416,0.0,0.0,1.4695240133733023e-05,0.003379461565054953,2.54647883360892e-07,2.24778084262035e-06,1,0,b5d5a3fd-60ae-401c-96a7-5cede85cf4d1
200,12,8,0,0.5,0.02,0.02,13300,3000,3000,0.9996598639455782,0.9996683673469388,0.9836065573770492,0.9993333220481873,1.0,0.9993333220481873,0.0,0.0,1.0722952356445604e-05,0.005015089828521013,1.8302911547671108e-07,8.199187801923422e-06,1,0,b35bc7a0-44be-4082-8b6c-c6fc6315305d
200,50,2,1,0.02,0.02,0.02,13299,3000,3000,0.9996598639455782,0.9999433106575965,0.9836065573770492,0.9993333220481873,0.9998721659183503,0.999666690826416,3.444330663287231e-05,0.0,0.0009225622867234051,0.0016922965180128813,0.0003562913536853391,1.1818058669198759e-05,1,0,3ef88011-5274-485d-a734-cdceb48a2f82
200,19,13,1,0.5,0.5,0.5,13300,3000,3000,0.9993333333333334,0.9993342222222222,0.9993328885923949,0.9993333220481873,1.0,0.9986666440963745,0.0,0.0,1.8067981909553054e-05,0.011211678478866815,3.0982164901343813e-07,4.75345117851356e-06,1,0,51aee8e3-1138-452e-be7f-6a8abff9bbba
200,20,8,1,0.5,0.5,0.5,13300,3000,3000,0.9996666666666667,0.9999977777777778,0.9996665555185061,0.999666690826416,1.0,0.999666690826416,0.0,0.0,3.1354414386441934e-05,0.0012328017968684436,5.525712086399378e-07,3.3150226884193437e-06,1,0,b1a04810-358f-40bf-8aca-d6ce22d68118
200,24,23,1,0.5,0.02,0.02,13300,3000,3000,0.9996598639455782,0.9996626984126984,0.9836065573770492,0.9993333220481873,1.0,0.9993333220481873,0.0,0.0,2.2572721536562313e-05,0.0022923682117834687,3.932456138670977e-07,1.6608944100293695e-06,1,0,6ddcc757-40fd-4e30-bd9d-fb55cc0c221b
200,56,20,1,0.02,0.02,0.02,13299,3000,3000,1.0,0.9999999999999999,1.0,1.0,1.0,0.999666690826416,0.0,0.0,6.558362874784507e-05,0.0013353858375921845,1.1699450474291444e-06,3.7308515459794086e-06,1,0,faea85d6-c3f4-4c77-aa14-37f704b0acc5
200,58,10,1,0.02,0.02,0.02,13299,3000,3000,0.9831632653061225,0.9999829931972789,0.9747899159663865,0.9990000128746033,1.0,1.0,0.0,0.0,8.402852108702064e-05,8.327188406838104e-05,1.5163970769680403e-06,1.5167449135071578e-06,1,0,aa10ac89-7c31-45b5-b0c1-d5b472e7cd2c
200,40,3,1,0.5,0.02,0.02,13300,3000,3000,0.9996598639455782,1.0,0.9836065573770492,0.9993333220481873,0.9999248385429382,0.9993333220481873,0.0,0.0,0.0010575100779533387,0.004039899399504066,7.03421548971499e-06,4.5423841760617087e-07,1,0,34acef75-c457-4605-8b88-b1f2529bae68
