epochs,batch,neurons,activation,signal_noise_ratio_train,signal_noise_ratio_val,signal_noise_ratio_test,X_train_len,X_val_len,X_test_len,auc,soft_auc,f1,test_acc,training_accuracy_mean,validation_accuracy_mean,training_accuracy_std,validation_accuracy_std,training_loss_mean,validation_loss_mean,training_loss_std,validation_loss_std,scaler,paradigm
200,10,25,1,0.5,0.02,0.02,13300,3000,3000,0.9729591836734695,0.9922845804988663,0.43010752688172044,0.9470000267028809,0.9676541447639465,0.9429666578769684,0.0007349969595148483,0.0018040131457836208,0.1039115771651268,0.14681996405124664,0.001669331991151427,0.0062851012649054044,1,0
200,29,18,0,0.02,0.02,0.02,13300,3000,3000,0.5,0.757704081632653,0.0,0.9800000190734863,0.9800000190734863,0.9800000190734863,0.0,0.0,0.08500731587409974,0.08702467083930969,4.366380130870523e-05,5.234064381222876e-05,1,0
200,47,17,1,0.5,0.02,0.02,13300,3000,3000,0.8115646258503402,0.7600340136054421,0.10016977928692698,0.6466666460037231,0.8221203029155731,0.6713333368301392,0.0005450897939027929,0.0037386808406416647,0.4553873836994171,0.5086394727230072,0.0010852370893154493,0.006795942787697316,1,0
200,51,15,1,0.02,0.02,0.02,13300,3000,3000,0.5,0.7532482993197279,0.0,0.9800000190734863,0.9800000190734863,0.9800000190734863,0.0,0.0,0.08692477121949196,0.08714931458234787,4.197153192543692e-05,4.603367868848025e-05,1,0
200,49,25,0,0.5,0.5,0.5,13300,3000,3000,0.953,0.9882275555555555,0.9550812360624403,0.953000009059906,0.9553308188915253,0.9504999995231629,0.0007582001224361957,0.007729094108953274,0.13582437485456467,0.1535908356308937,0.0019495529829808972,0.022024785145255625,1,0
200,23,18,0,0.5,0.5,0.5,13300,3000,3000,0.9623333333333334,0.9820355555555556,0.9636772741883638,0.9623333215713501,0.96636843085289,0.9543333351612091,0.001135835970914801,0.02905282807999018,0.10940181761980057,0.13788903132081032,0.0018186596653835222,0.04742159188279527,1,0
200,45,18,0,0.5,0.5,0.5,13300,3000,3000,0.9410000000000001,0.9810359999999999,0.9441816461684012,0.9409999847412109,0.9443834543228149,0.9401333332061768,0.0009646723546733459,0.0015070157952495188,0.1662871941924095,0.17364682704210282,0.0025367603350969817,0.0025630209946603207,1,0
200,42,15,1,0.5,0.5,0.5,13300,3000,3000,0.819,0.7701593333333333,0.8467400508044032,0.8190000057220459,0.8248270690441132,0.834799998998642,0.0006856566855693569,0.0024908764227759097,0.43101106584072113,0.4148294568061829,0.00274459090554802,0.002732563430715559,1,0
200,14,27,0,0.5,0.5,0.5,13300,3000,3000,0.9740000000000001,0.9909693333333334,0.9746258945998699,0.9739999771118164,0.9689022660255432,0.9682666659355164,0.0016021165078177967,0.005874231450040693,0.10024569407105446,0.11694674417376519,0.0023389575158659103,0.014906023783177529,1,0
200,39,19,0,0.02,0.02,0.02,13300,3000,3000,0.5,0.7276927437641725,0.0,0.9800000190734863,0.9800000190734863,0.9800000190734863,0.0,0.0,0.08653364330530167,0.08786763548851013,6.823182613423453e-05,6.859684195387865e-05,1,0
