0,1,2,3,4,5,6,7,8
8.1250196909,50.298063377,-33.901676166,61.198323271999996,-8.1250196909,-50.298063377,21.981835261999997,55.489748656,0
97.01474921100001,56.12638673399999,-20.103021351,113.86906656,-97.01474921100001,-56.12638673399999,-88.98033675299999,143.10671955,0
-15.999578409000001,-54.607729244,1.6345231219,56.926815018999996,15.999578409000001,54.607729244,-309.8591718,315.04078617,0
-47.582669023,-25.099407414,-80.545820898,96.859278895,47.582669023,25.099407414,42.026243721,68.26635924899999,0
-47.202211833999996,-47.513860196,-108.10549601,127.17080632,47.202211833999996,47.513860196,-188.02892742,199.60083482,0
-64.831649696,-4.7773353237,-97.38963819,117.09272976,64.831649696,4.7773353237,-248.10935366,256.48434086,0
89.30709041600001,-16.854139782,148.39397372,174.01318876,-89.30709041600001,16.854139782,422.41119779,432.07758382,0
-14.495282010999999,48.412701286,248.27359231,253.36471634,14.495282010999999,-48.412701286,51.841063861,72.397505127,0
53.814509855,-43.851313289,-293.70862107,301.80075089,-53.814509855,43.851313289,-379.63067257,385.92536416,0
-3.1894698077999997,-75.677445704,-188.68126227,203.31715923,3.1894698077999997,75.677445704,-27.630768548000002,80.626967427,0
1.3771482278,54.032609908999994,95.096033115,109.38315677,-1.3771482278,-54.032609908999994,-12.022626915999998,55.371138951000006,0
5.6891024378,63.954497413,99.70016536799999,118.5861147,-5.6891024378,-63.954497413,17.326914711,66.503876574,0
-52.912225926000005,37.898168665,224.17997169,233.436575,52.912225926000005,-37.898168665,-15.098162352000001,66.812643616,0
43.493494965,35.945334497,-299.75665688,305.0209903,-43.493494965,-35.945334497,-329.73767409,334.53054403,0
22.401448829,49.203069584,6.764442352300001,54.48416877,-22.401448829,-49.203069584,17.837275877,56.929213739,0
42.675737956999996,35.096302928,-84.56045646,101.01207792,-42.675737956999996,-35.096302928,-312.489079,317.33640444,0
45.463778651000005,26.526095091,124.44965315,135.12329577,-45.463778651000005,-26.526095091,70.037634412,87.611980483,0
-84.40867791,-22.825225716,139.11201254,164.31058355,84.40867791,22.825225716,270.7350826,284.50536161,0
60.222721328999995,20.563800633,47.562773285,79.447236977,-60.222721328999995,-20.563800633,85.16430519800001,106.31371003,0
52.967340106,5.6618123875999995,-69.415215741,87.498956644,-52.967340106,-5.6618123875999995,-44.44249912,69.37384929,0
-57.09342546,2.4284014873,230.2164876,237.20284047,57.09342546,-2.4284014873,71.412007931,91.461638085,0
-41.165577692,50.21497907,92.046763235,112.64437639,41.165577692,-50.21497907,300.34313284,307.28186792,0
45.485466474,-21.135419139,-9.4220388227,51.033404923999996,-45.485466474,21.135419139,-280.97918933,285.42063422,0
13.457911235,-52.819630927,-31.368591808,62.888928581,-13.457911235,52.819630927,4.1994934132,54.668679616000006,0
-6.2114669811,-62.142491978,-63.269723868,88.900672605,6.2114669811,62.142491978,-45.555326261000005,77.301742426,0
-63.238883538,-52.312660725,141.86268149,163.89262113,63.238883538,52.312660725,74.629191041,110.92919822,0
48.803493042,54.155721288,-15.455074258,74.521690813,-48.803493042,-54.155721288,7.635071719400001,73.300186913,0
14.2171807,-51.243860356000006,-147.38356294,156.68431981,-14.2171807,51.243860356000006,-233.70882407,239.68286526,0
-46.340197294,36.913357163,155.44415384,166.35172011,46.340197294,-36.913357163,59.46498763100001,83.941018437,0
-26.975918489,-43.515146392,228.49359373,234.15932721,26.975918489,43.515146392,115.81649821,126.62831201,0
40.036055549000004,43.077462746,-33.314629119,67.59007363399999,-40.036055549000004,-43.077462746,-197.74092218,206.30081397,0
64.62051898600001,-1.0873927821,-58.306294956,87.043770188,-64.62051898600001,1.0873927821,-213.16560847,222.74777335,0
52.39683851,10.747846996,232.64222017,238.71185037,-52.39683851,-10.747846996,-19.634274659000003,56.977624049,0
87.414318829,-7.8637408533,-72.232386547,113.66890174,-87.414318829,7.8637408533,35.058526184,94.510326498,0
36.142122216,-36.04578475,249.46372022,254.63247889,-36.142122216,36.04578475,233.43233757,238.94812788,0
-115.56258681,6.8340297721,70.808202977,135.70267883,115.56258681,-6.8340297721,282.09622564,304.92572202,0
-61.053080076,-15.606282553,43.299228895,76.458209924,61.053080076,15.606282553,157.33961357,169.48978919,0
-52.5051959,-55.847583449,-2.6531778947,76.699331982,52.5051959,55.847583449,-2.2516338255,76.686491825,0
-72.3785917,-4.264797070899999,-153.87544816,170.1014479,72.3785917,4.264797070899999,-7.2951359583,72.870213663,0
-2.826942003,-101.03969507,57.233652775,116.15809309,2.826942003,101.03969507,145.35130501,177.04240579,0
-37.553623071,36.763100823,222.66926634,228.78680548,37.553623071,-36.763100823,199.82937099,206.62424276,0
65.35413871600001,7.275629283400001,392.31784513,397.79063568,-65.35413871600001,-7.275629283400001,-182.9639526,194.42197967,0
-58.90343303,-77.83441757,120.29275841,154.91339099,58.90343303,77.83441757,361.29443485,374.24788528,0
-7.7760948972,-50.94418686,-38.507861609,64.33220991399999,7.7760948972,50.94418686,-86.907648039,101.03819631,0
-18.689170818,58.754692112,52.382019822,80.902873568,18.689170818,-58.754692112,133.03860922,146.63106934,0
66.984472407,25.521941460999997,-43.354012616000006,83.772665289,-66.984472407,-25.521941460999997,106.86290203,128.67777147,0
36.871890304000004,43.469931431999996,-31.7629722,65.25379403699999,-36.871890304000004,-43.469931431999996,10.023385061,57.87607002399999,0
-59.354798001000006,-40.857523444,-117.32467699,137.68590741,59.354798001000006,40.857523444,-339.05880762,346.63122233,0
85.29273961199999,-31.562880154000002,59.728726355,108.80527371,-85.29273961199999,31.562880154000002,-76.186463158,118.63997641,0
50.392709137,-0.56196275452,80.905456696,95.317542244,-50.392709137,0.56196275452,-278.60707019,283.12831102,0
53.868614565,-37.227101608000005,15.270249509000001,67.237379852,-53.868614565,37.227101608000005,-65.280876255,92.46230331299999,0
-63.190783124,10.357510254,-63.672946984,90.302808749,63.190783124,-10.357510254,-285.02145534,292.12597127,0
-47.232903609,40.69180522,-60.508690655,86.87963996299999,47.232903609,-40.69180522,8.3588621538,62.901834408,0
0.70701200108,-60.655366281000006,-23.757947654000002,65.146092756,-0.70701200108,60.655366281000006,2.3233923348,60.703965905,0
-11.559987454000002,57.741829263,31.871187184,66.959127302,11.559987454000002,-57.741829263,88.733371325,106.49583721,0
-78.313822376,23.412343235,88.95259914299999,120.80462526,78.313822376,-23.412343235,-54.328332508,98.146626554,0
