0,1,2,3,4,5,6,7,8
61.739320461999995,-9.3167308826,143.04249203,156.07594207,-61.739320461999995,9.3167308826,129.70827277,143.95409404,1
-54.468829921,21.1317782,-293.4349486,299.19471009,54.468829921,-21.1317782,-114.2014448,128.27850747,0
0.028311226242,-53.700432559,82.033878555,98.04740939700001,-0.028311226242,53.700432559,4.3112538909,53.873223114,1
-79.637023416,6.4635055551,-177.34753549,194.51473144,79.637023416,-6.4635055551,-32.530805259,86.26752397899999,0
-43.952074056,-44.3510076,-36.691041556,72.422573963,43.952074056,44.3510076,-43.169365538,75.910413053,1
-50.686779238,36.272555094,-248.54985578,256.24573879,50.686779238,-36.272555094,-212.88407991,221.82082707,1
-66.568849739,-22.62379113,-65.881979209,96.351870065,66.568849739,22.62379113,-160.93458424,175.62228813,0
-40.850292877,40.865992906,-151.41324798,162.06402275,40.850292877,-40.865992906,-58.21734487,82.02460026199999,1
-3.8473191237999997,-51.57960158,-3.8098054786,51.86300976,3.8473191237999997,51.57960158,77.684286732,93.327946343,1
22.470246051,55.830184998,-14.488917250999998,61.901940499,-22.470246051,-55.830184998,-39.481801782,71.977317166,0
-54.372828261,30.80276506,307.4091369,313.6966564,54.372828261,-30.80276506,299.93078274,306.37181533,1
58.234188663000005,-18.241208963,-23.493611931999997,65.390459819,-58.234188663000005,18.241208963,3.8522403982999998,61.145745476,1
23.997340895,-79.893046727,-19.386702537,85.642369892,-23.997340895,79.893046727,-48.15276758,96.319573873,0
-60.538204735,15.534482248,-128.66434483,143.04093122,60.538204735,-15.534482248,-128.06663656,142.50353599,1
-31.329509116,-42.611020484,91.479530758,105.66807349,31.329509116,42.611020484,206.77233142,213.42922539,0
-23.72425327,46.354654277,-32.779149645,61.531023213999994,23.72425327,-46.354654277,-159.6869789,167.9628691,1
-47.093826897,-25.135527481999997,77.379657577,94.00656721899999,47.093826897,25.135527481999997,0.73541132862,53.386928207,1
38.252276414,-48.006115427,-19.677470235999998,64.459495842,-38.252276414,48.006115427,-46.286870183999994,76.878463309,1
-47.567593811,-28.958679954,-204.84002545,212.27509782,47.567593811,28.958679954,-68.59257665300001,88.35283072700001,1
-24.57614527,-54.443242751999996,-40.270818237,72.040213764,24.57614527,54.443242751999996,-80.510671214,100.24979689,1
56.712275022,-21.639065012,16.38119251,62.8718915,-56.712275022,21.639065012,-13.448852620999999,62.172364516,1
-12.572919724,59.793984136000006,42.068876042,74.183483207,12.572919724,-59.793984136000006,13.280971765999999,62.528258093999995,1
