epochs,batch,neurons,activation,signal_noise_ratio_train,signal_noise_ratio_val,signal_noise_ratio_test,X_train_len,X_val_len,X_test_len,auc,soft_auc,f1,test_acc,training_accuracy_mean,validation_accuracy_mean,training_accuracy_std,validation_accuracy_std,training_loss_mean,validation_loss_mean,training_loss_std,validation_loss_std,scaler,paradigm
266,84,20,0,0.043,0.955,0.474,12999,2999,2999,0.5,0.656950921607817,0.0,0.5258419513702393,0.9567659497261047,0.04534845054149628,5.960464477539063e-08,0.0,0.17622552026598828,2.9695023220592676,3.153664619310184e-05,0.006189231670968572,0,1
195,58,15,1,0.592,0.719,0.483,12999,2999,2999,0.5911786995379918,0.6905894788961675,0.6703412073490813,0.581193745136261,0.6440572142601013,0.7087028980255127,0.000927910499740392,0.008626092552194526,0.6234341087983438,0.5786057315833889,0.00016581241519659457,0.015997829570466474,0,0
307,74,23,0,0.281,0.75,0.474,12999,2999,2999,0.8123051834252399,0.9104126922970586,0.7981152591518665,0.8142714500427246,0.8296483755111694,0.7543181002140045,0.0038165089208632708,0.02850932454599649,0.3440759189578788,0.5232024078370732,0.0025682920824353474,0.01382951824028758,1,1
93,47,10,2,0.208,0.254,0.664,12999,2999,2999,0.5,0.6897799204147597,0.0,0.33644548058509827,0.7922148108482361,0.746248722076416,0.0,0.0,0.48086699041914727,0.5361949610537232,0.00037740070979536377,0.005113957532097152,0,1
286,92,15,1,0.642,0.162,0.268,12999,2999,2999,0.7802358301179321,0.7623965911075725,0.6250000000000001,0.6798933148384094,0.846157431602478,0.660753583908081,0.0005006834981031716,0.004591858875847006,0.4496171240935335,0.6773799304606001,0.00031387724830664483,0.013131138593746948,1,0
229,77,32,0,0.636,0.439,0.838,12999,2999,2999,0.5950129317673525,0.7171605043225782,0.8892767112662401,0.809603214263916,0.6825602054595947,0.560753583908081,0.0008106447057798505,0.004574511105094287,0.5920571876955598,0.6908729469291207,0.0003983723037517424,0.007609822638200464,0,1
195,60,21,0,0.766,0.185,0.135,12999,2999,2999,0.5559358247963524,0.6762829317613842,0.25948751216347715,0.2387462556362152,0.7773213386535645,0.29786595404148103,0.00034950385452248156,0.010525496634286433,0.5008335790910926,1.1022530231924208,0.0001752265871316756,0.047027782241134505,0,1
335,77,18,1,0.043,0.724,0.483,12999,2999,2999,0.5,0.7500198143418433,0.0,0.5171723961830139,0.9567659497261047,0.2760920226573944,5.960464477539063e-08,0.0,0.15973561945209336,1.9945550477635905,6.757737777909817e-05,0.013424370682777876,1,1
149,82,32,0,0.043,0.076,0.836,12999,2999,2999,0.5,0.6864211103219928,0.0,0.16405469179153442,0.9567659497261047,0.9239746332168579,5.960464477539063e-08,0.0,0.17620226450614657,0.27622441257703856,3.0654905413779536e-05,0.0003357707694255684,0,0
217,24,15,0,0.922,0.719,0.636,12999,2999,2999,0.5197066911090742,0.685656611075562,0.7845394736842105,0.6505501866340637,0.9255788922309875,0.7345448434352875,9.851843060459942e-05,0.0013865082828104574,0.2522938538929063,0.7002697272672778,0.000155265889323068,0.022235104892299233,0,1
266,75,21,0,0.319,0.955,0.664,12999,2999,2999,0.8564407767280406,0.9288952194072444,0.8952624839948783,0.8636212348937988,0.8584352731704712,0.85191730260849,0.003118770429864526,0.01383248756322468,0.3273501981124574,0.4938466691958901,0.002820294694093552,0.013546575509739043,1,1
112,91,5,0,0.578,0.563,0.399,12999,2999,2999,0.6180469208537438,0.7027592566321463,0.6106032906764169,0.5738579630851746,0.6637587547302246,0.6628209531307221,0.0017895834753289819,0.0008002683521080101,0.5958037348703857,0.5952241792544479,0.0006611683301402897,0.0007012077986882823,1,1
266,91,32,1,0.505,0.201,0.06,12999,2999,2999,0.5984381774466911,0.670418982302629,0.14747105423522244,0.5335111618041992,0.6235556602478027,0.5563521206378936,0.0010945559479296207,0.014247293599838435,0.6403218852812459,0.645070789869168,0.0002285739932933172,0.013618946218260325,0,1
392,85,33,1,0.161,0.955,0.721,12999,2999,2999,0.4922434367541766,0.7726774486752023,0.0,0.2750917077064514,0.8341334462165833,0.04514838308095932,0.0003868619096465409,0.00030560728107968834,0.35824514523323925,1.3111267615851263,0.0002433124476102055,0.02224800556480168,1,0
353,44,32,0,0.97,0.921,0.69,12999,2999,2999,0.7209640515228571,0.7429158671471584,0.8885548636461241,0.8269423246383667,0.9845987558364868,0.9598532915115356,0.000145143989357166,0.0006001955935142014,0.07390100730458266,0.1909963474066126,0.00012952541173145553,0.0030809117097997914,1,1
226,33,25,1,0.091,0.388,0.395,12999,2999,2999,0.5,0.6908392897029261,0.0,0.6052017211914062,0.909300684928894,0.6122040748596191,5.960464477539063e-08,0.0,0.28978097889750354,0.9060869125345621,8.256889304985153e-05,0.035035034388006814,0,1
381,47,23,2,0.33,0.226,0.916,12999,2999,2999,0.5018006656612408,0.6727476150028024,0.07541899441340784,0.11703900992870331,0.6777521371841431,0.756485503911972,0.0005913497298024595,0.01632927856376456,0.5735362000099118,0.5090854675213707,0.00026337358513151004,0.012167913864962484,0,0
353,44,27,2,0.569,0.067,0.876,12999,2999,2999,0.645744554863818,0.6975828434565461,0.7718284825594313,0.6575525403022766,0.638903021812439,0.5084361463785172,0.0010449060937389731,0.052246563534927834,0.623672143218884,0.7490664801425877,0.0005596122327551319,0.06668868725942675,0,1
159,77,23,1,0.438,0.532,0.096,12999,2999,2999,0.6159621039796713,0.6746447087995409,0.23127621330137804,0.5721907019615173,0.6385029554367065,0.6359119713306427,0.001351609593257308,0.0034954399919314215,0.6355358428029392,0.6509635943637446,0.00012904543533531862,0.006997953901376394,0,0
335,64,32,1,0.931,0.781,0.809,12999,2999,2999,0.5113636363636364,0.695344262247847,0.8967300942176243,0.8136045336723328,0.9334564208984375,0.7894631624221802,7.693767838645726e-05,0.0004762576948365326,0.2346930986758216,0.5937836131619469,4.799705198789079e-05,0.007449083713080935,0,1
381,89,23,2,0.689,0.122,0.566,12999,2999,2999,0.5784829366918143,0.6901478717473465,0.7319612017979654,0.6222074031829834,0.7091006636619568,0.2923974633216858,0.0009379087132401764,0.04478159120343859,0.5700132344110955,1.031508635872402,0.0002639578538793868,0.14124157937599593,0,0
54,74,18,1,0.766,0.796,0.096,12999,2999,2999,0.5554112320516379,0.6675159055636067,0.19226890756302523,0.1987329125404358,0.7803292870521545,0.8108702898025513,0.0006252179737202823,0.0023896553453710695,0.5046993007312988,0.4714879588788253,0.0006516271932079855,0.001964119674921993,0,1
94,73,24,0,0.319,0.873,0.579,12999,2999,2999,0.631202577244373,0.7834430744537263,0.5849189570119803,0.607202410697937,0.7030618190765381,0.5408469527959824,0.005338836461305618,0.03005554732016144,0.4516064654222699,0.6800422751454362,0.0034629067477810237,0.008215974180130911,1,1
307,57,32,0,0.798,0.55,0.173,12999,2999,2999,0.5480732177263968,0.6812915656659829,0.3164014687882497,0.2550850212574005,0.8126163482666016,0.6030010104179382,0.000651676906272769,0.00858345267915296,0.4564730674585514,0.7664365037714255,0.00034332145197549756,0.05201215657029641,0,1
266,92,33,0,0.99,0.813,0.19,12999,2999,2999,0.5273887973640856,0.7337736622071166,0.33226651149258074,0.23474492132663727,0.9909685254096985,0.8259753286838531,3.76682510250248e-05,0.00027698004997322724,0.043584275035698006,0.7008071435157678,0.00013633097393007696,0.002184452516429567,1,1
229,58,15,1,0.526,0.688,0.604,12999,2999,2999,0.6100316156224495,0.6912308247206094,0.7356205852674067,0.6505501866340637,0.6248635053634644,0.6709236443042755,0.0014653829857707024,0.014255251618149499,0.6388606887653211,0.6288914625089779,0.0001684047320628539,0.021124077111167427,0,1
180,63,36,2,0.931,0.707,0.912,12999,2999,2999,0.5073642875874729,0.682593753019282,0.9542597765363128,0.9126375317573547,0.9336487650871277,0.7177725851535797,0.0001046342877089046,0.0022378044378698323,0.235306668090777,0.7765678936141696,0.0001889648671307889,0.041191455501695305,0,0
307,91,33,0,0.761,0.687,0.916,12999,2999,2999,0.5574313392387655,0.6911363623231115,0.9498671390611161,0.9056352376937866,0.7760750651359558,0.7224074542522431,0.00047396865556947887,0.0004015182654240972,0.5009233060211151,0.5749236893220597,0.00021385374406598215,0.0023873373751174716,0,0
307,77,15,0,0.052,0.333,0.951,12999,2999,2999,0.5,0.6974947763116468,0.0,0.04901633784174919,0.9480727910995483,0.6665555238723755,1.1920928955078125e-07,0.0,0.19979152597053657,0.991758866515228,7.018387202434285e-05,0.005933044547175546,0,0
267,77,23,1,0.043,0.439,0.455,12999,2999,2999,0.5,0.6723994691558951,0.0,0.5448482632637024,0.9567659497261047,0.5605201721191406,5.960464477539063e-08,0.0,0.17263556293156207,1.3482828075148814,5.0159130245823755e-05,0.006260581636490051,0,1
241,68,15,2,0.245,0.645,0.765,12999,2999,2999,0.5,0.6974984834988616,0.0,0.23541180789470673,0.754665732383728,0.3890963733196259,0.0002908156020566821,0.07450054968275893,0.5182466352632004,0.9212189510052265,0.00029576037138178654,0.09004284542246786,0,0
72,99,15,1,0.761,0.781,0.877,12999,2999,2999,0.6941034364516716,0.7376643241948011,0.9588042289464092,0.9246415495872498,0.8525348901748657,0.8723907947540284,0.0020430341828614473,0.0025132575134221066,0.41105440572031426,0.390609443028218,0.002621788842155738,0.001648041666789382,1,0
164,58,32,1,0.125,0.141,0.079,12999,2999,2999,0.5,0.7462900668200442,0.0,0.9209736585617065,0.8752211332321167,0.8586195111274719,5.960464477539063e-08,0.0,0.3163018942169581,0.3403416115061447,0.0002705906992700589,0.001277155448033687,1,0
286,58,9,2,0.063,0.275,0.474,12999,2999,2999,0.5,0.6864881243829414,0.0,0.5258419513702393,0.9368413090705872,0.7249082922935486,0.0,0.0,0.22575836755218984,0.7529674914746572,0.00021857361544475623,0.03024103975512372,0,1
222,77,9,2,0.922,0.799,0.096,12999,2999,2999,0.5525442477876106,0.6522610825033661,0.19126957680773074,0.1907302439212799,0.9296869039535522,0.8213404417037964,0.00019155268091708422,0.0012004044321871324,0.2465821215749493,0.5075398335946961,0.00019320943319164544,0.016415327350358527,0,1
164,35,33,0,0.396,0.795,0.523,12999,2999,2999,0.6499174617436072,0.6981640140332863,0.6270650263620386,0.6462153792381287,0.6599045991897583,0.5071023687720299,0.0017957460368052125,0.13641757403113763,0.6163055777020139,0.762149867474059,0.0004679571810396426,0.07070089513883528,0,1
94,35,23,1,0.798,0.742,0.604,12999,2999,2999,0.5420775489107902,0.6898361955650746,0.7644787644787646,0.6338779330253601,0.8079544305801392,0.7650883734226227,0.00027133760158903897,0.001968457862187548,0.4641719522346845,0.5341402970798496,0.00017837252256504787,0.010549106629843041,0,0
266,91,33,1,0.205,0.474,0.146,12999,2999,2999,0.47027957716400914,0.7534764735193622,0.003344481605351171,0.8012670874595642,0.7701900005340576,0.5101033627986908,0.0018090730300173163,0.0073142212423023,0.4063252985734226,0.6580098775415748,0.00019401551547696126,0.016059721760293872,1,1
112,91,15,1,0.614,0.226,0.604,12999,2999,2999,0.7750842680439589,0.7722787417707352,0.8680437424058323,0.8189396262168884,0.823763370513916,0.6709569871425629,0.0011192862875759602,0.005043283469569023,0.47810234993327094,0.636519992312776,0.0008802263698245078,0.00860820448644647,1,1
392,24,32,1,0.173,0.305,0.096,12999,2999,2999,0.5,0.677675058404033,0.0,0.9039679765701294,0.8269866704940796,0.6948983073234558,0.0,0.0,0.4336132990816656,0.6159854003491899,9.94573700695124e-05,0.010862276224105943,0,1
307,85,39,0,0.502,0.687,0.827,12999,2999,2999,0.9159383515489924,0.9712945801216661,0.9811395672027,0.96832275390625,0.9206169247627258,0.9440146684646606,0.0017360904021188617,0.0012516314455020582,0.22559074228898143,0.21704046392577933,0.003388560258359275,0.005116883288242021,1,1
65,64,10,2,0.888,0.165,0.765,12999,2999,2999,0.5231530498660167,0.6902387361955156,0.8718143780905288,0.7752584218978882,0.8929994702339172,0.2057685896754265,0.0002804452378768474,0.025291912309992136,0.3295049826671517,1.7923034523200418,0.0004059617979618449,0.318807521931159,0,0
201,35,15,1,0.896,0.185,0.911,12999,2999,2999,0.5242531410854249,0.6885641656281207,0.9555788737320742,0.9153050780296326,0.9017924070358276,0.22140713632106782,0.00020119962573517114,0.003166845047975752,0.30938387839269044,1.7154646922286727,0.0001374193285455241,0.07149346253381889,0,1
335,68,6,1,0.642,0.873,0.782,12999,2999,2999,0.5819380418789795,0.700922622194893,0.8657490524635947,0.7755918502807617,0.6722593903541565,0.8239413142204285,0.0007883188081905246,0.010330319235989212,0.60205118132606,0.4637550461844787,0.00022550741597158469,0.016547123710996606,0,0
136,77,15,0,0.149,0.83,0.782,12999,2999,2999,0.5,0.7688571600156143,0.0,0.21773923933506012,0.8513039350509644,0.17005668580532074,5.386471821111627e-05,0.0,0.35046415284605004,1.2834950089812398,0.00036421094223886496,0.017171990325044243,1,0
245,74,15,1,0.636,0.56,0.534,12999,2999,2999,0.7807633640991547,0.7503259318433847,0.838421052631579,0.7952650785446167,0.8428032994270325,0.8177059054374695,0.0006279947119764984,0.0023485974620087165,0.44965966908103994,0.4739569726776146,0.0003550053866870911,0.00278339792886631,1,1
112,91,16,0,0.696,0.386,0.25,12999,2999,2999,0.7686631063640409,0.7706565791425604,0.5905667855727309,0.6555518507957458,0.8611201047897339,0.7388462781906128,0.0006193145527504385,0.003984070170602248,0.3960631822594469,0.5639188766509304,0.0017771114450899784,0.0076285491007067364,1,0
180,70,33,1,0.266,0.813,0.19,12999,2999,2999,0.46737529465055955,0.7499422960960425,0.07488986784140969,0.7199066281318665,0.6587198972702026,0.20673557966947556,0.0026101546827703714,0.013708582405801282,0.4593925069642439,0.8248473865066064,0.0003068492560871517,0.014135107792254197,1,1
54,63,32,2,0.1,0.612,0.927,12999,2999,2999,0.5,0.702107023742367,0.0,0.07269089668989182,0.8997614979743958,0.3881293833255768,0.0,0.0,0.31332516500633056,1.388204730443455,0.0005917048408490925,0.14997454740035607,0,0
65,84,38,0,0.84,0.175,0.483,12999,2999,2999,0.7079303675048356,0.7575414720853771,0.7617043661230931,0.6978992819786072,0.9057927131652832,0.5256418824195862,0.0015382746933028102,0.007905092648543088,0.29899659725161865,1.0684934619527213,0.0019411289763229915,0.01620490983267754,1,1
164,91,5,0,0.281,0.637,0.444,12999,2999,2999,0.5,0.6811047700369837,0.0,0.555851936340332,0.718901515007019,0.3634544909000397,5.960464477539063e-08,0.0,0.5538243109331249,0.8662547292789645,0.00023306393174652056,0.02466035888496167,0,1
217,91,23,1,0.965,0.165,0.465,12999,2999,2999,0.5034310667498441,0.6678800672807255,0.6368613138686131,0.4691563844680786,0.9659743309020996,0.1717572495341301,3.5262739402242005e-05,0.00037872375522679785,0.1429004010958542,2.622413724897384,3.511459595185211e-05,0.015012337786498105,0,1
218,81,25,0,0.569,0.719,0.383,12999,2999,2999,0.8112781972573095,0.7843132688824594,0.7669576897246474,0.7685895562171936,0.8364181518554688,0.8931310474872589,0.0006456550327129662,0.0020890222520526416,0.43912497698820524,0.3908464210555727,0.0016009669029241572,0.003932603373463445,1,0
149,27,15,1,0.438,0.363,0.581,12999,2999,2999,0.6383401257797311,0.6895921244757275,0.6340827631150211,0.6255418658256531,0.6390337347984314,0.6320440173149109,0.0019932747818529606,0.017302679888831808,0.6359046261648426,0.6207712223486886,0.0002313377874856261,0.006577066948834012,0,1
221,75,11,0,0.895,0.719,0.403,12999,2999,2999,0.7414756847400783,0.7703805163787887,0.7234678624813153,0.6915638446807861,0.9466342926025391,0.8648882985115052,0.00022572993475478142,0.0021183569887332234,0.2064419186682871,0.44261738808056084,0.00019804340401566789,0.00807788686773244,1,1
82,92,10,1,0.491,0.811,0.801,12999,2999,2999,0.6341960692311345,0.6956070013154697,0.799642617824436,0.7009003162384033,0.6185552477836609,0.6874958336353302,0.001854038331657648,0.025806019945529342,0.6660053866250174,0.667243068301308,0.0024088460303959046,0.00840282764373894,0,0
54,24,25,2,0.792,0.644,0.428,12999,2999,2999,0.5348630649682871,0.6877919430530499,0.6159402841319529,0.46815603971481323,0.8019847869873047,0.6777259051799774,0.00040121827623806894,0.003929129431724241,0.47393200254360524,0.6499406522812545,0.0005044969742689012,0.020502844726414407,0,0
353,84,32,1,0.079,0.314,0.579,12999,2999,2999,0.5,0.6867790829168643,0.0,0.42147383093833923,0.9213016629219055,0.6858953237533569,0.0,0.0,0.262904197129275,0.7983233257030082,5.973243710300946e-05,0.013002755249588275,0,1
355,27,27,1,0.569,0.685,0.952,12999,2999,2999,0.7864431309593305,0.8262697022767076,0.9876757507377192,0.9763254523277283,0.8260481953620911,0.8729243099689483,0.0015640639467164874,0.006887782052154628,0.4308432116715924,0.38784084379742567,0.002611219748605069,0.008524468675779375,1,1
